class,concept,weight
beef carpaccio,"bright, fiery red",0.8
beef carpaccio,shaped like circles,0.5
beef carpaccio,thin strips,0.8
beef carpaccio,sliced very thinly,1.0
beef carpaccio,garnished,0.5
beef carpaccio,carpaccio,1.0
beef carpaccio,orange-pink color,0.7
beef carpaccio,rich tone,0.7
beef carpaccio,lean,1.0
beef carpaccio,simple and few,0.5
beef carpaccio,hint of pink,1.0
beef carpaccio,faint pinkish tint,1.0
beef carpaccio,light pink dressing,0.5
beef carpaccio,pinkish center,0.9
beef carpaccio,sheen to them,0.8
beef carpaccio,reddish brown color,0.7
beef carpaccio,fairly lean,0.6
beef carpaccio,flattened,1.0
beef carpaccio,crisp edges,0.6
beef carpaccio,red,0.9
beef carpaccio,very delicate pink,0.8
beef carpaccio,"intense, dark red",0.9
beef carpaccio,pink or red in color,0.9
beef carpaccio,no large chunks,0.8
beef carpaccio,slightly rounded,0.5
beef carpaccio,mustard on it,0.6
beef carpaccio,surface is smooth,0.9
beef carpaccio,"round, flat dish",0.8
beef carpaccio,light and delicate,0.7
beef carpaccio,served open-faced,0.8
beef carpaccio,served on a platter,0.7
beef carpaccio,marinated in a,0.6
beef carpaccio,one-half inch,0.5
beef carpaccio,dark reddish color,1.0
beef carpaccio,uniform,0.7
beef carpaccio,"clean, simple look",0.6
beef tartare,a lot of toppings,0.5
beef tartare,fiery red color,1.0
beef tartare,egg,0.8
beef tartare,looks appetizing,0.5
beef tartare,impress,0.5
beef tartare,peppered with spices,0.5
beef tartare,very faint pink tint,0.5
beef tartare,reddish tint to them,0.5
beef tartare,cut into small cubes,1.0
beef tartare,chopped or whole,1.0
beef tartare,"moist, oily texture",1.0
beef tartare,once chilled,0.6
beef tartare,beautiful sheen,0.7
beef tartare,usually round,0.5
beef tartare,pink,1.0
beef tartare,rich and smooth,0.8
beef tartare,soft inside,0.5
beef tartare,"fiery, red color",0.9
beef tartare,stunning red color,1.0
beef tartare,speciality of france,0.5
beef tartare,"bright, red color",1.0
beef tartare,magnificent color,0.8
beef tartare,beautiful,0.5
beef tartare,"exquisite, rich red",0.5
beef tartare,red or orange color,0.5
beef tartare,toasted bread,0.6
beef tartare,chopped or shredded,0.8
beef tartare,firm to the bite,0.5
beef tartare,shredded or diced,0.8
beef tartare,brownish red,0.9
beef tartare,ruby color,0.9
beef tartare,"firm, yet velvety",0.7
beef tartare,salad,0.5
beef tartare,shaped like a dip,0.6
beef tartare,"deep, reddish brown",1.0
beef tartare,reddish brown,0.9
beef tartare,color of a new penny,0.8
beef tartare,color is a red,0.7
beef tartare,"juicy, pink center",1.0
beef tartare,pinkish-brown,1.0
beef tartare,not be cooked,1.0
beef tartare,bright red,0.5
beef tartare,vibrant red,1.0
beef tartare,look very appetizing,0.5
beef tartare,dressing,0.6
beef tartare,formed into a patty,0.7
beef tartare,red center,0.7
beef tartare,"light, pink color",0.5
beef tartare,round,0.6
beef tartare,wagyu or angus,0.8
beef tartare,color will be darker,0.5
beef tartare,firm and meaty,0.6
beef tartare,light shade of pink,0.7
beef tartare,burgundy color,0.6
beef tartare,blush to it,0.5
beef tartare,salmon pink color,0.5
beef tartare,garnishe,0.7
beef tartare,rich red,1.0
beef tartare,delicate rose color,0.5
beef tartare,visually appealing,0.6
beef tartare,bit red in color,0.8
beef tartare,delicate pink,0.7
beef tartare,look appetizing,0.7
beef tartare,beautiful red color,0.8
beef tartare,red side,0.5
beef tartare,lean protein,0.5
beef tartare,pretty in pink color,0.7
beef tartare,velvety,0.5
beef tartare,neat pile,0.6
beef tartare,"juicy, red center",0.8
beef tartare,usually chopped,0.9
beef tartare,texture,0.7
beef tartare,soft and velvety,0.5
beef tartare,chopped,0.9
beef tartare,tender interior,0.6
beef tartare,small salad,0.5
beef tartare,sheen,0.8
beef tartare,deep red exterior,0.9
beef tartare,slight opacity,0.7
beef tartare,bright red center,0.8
beef tartare,round and thick,0.5
beef tartare,round cross-section,0.6
beef tartare,brilliant red,0.9
beef tartare,reddish tint,0.7
beef tartare,"stunning, deep red",0.9
beef tartare,grainy texture,0.8
beef tartare,dark pink or red,0.7
beef tartare,"smooth, thick paste",0.5
beef tartare,"deep, juicy red",0.7
beef tartare,cooked rare,0.8
beef tartare,very lean and tender,0.6
beef tartare,zesty red,0.7
beef tartare,pinkish red,0.8
beef tartare,rare,1.0
beef tartare,glossy sheen,0.8
beef tartare,"round, like a cake",0.5
beef tartare,chopped or diced,1.0
beef tartare,green onions,0.6
beef tartare,shredded or chopped,1.0
beef tartare,green and pink,0.6
beef tartare,dull red color,0.7
beef tartare,not overcooked,0.8
beef tartare,"dark, reddish brown",0.7
beef tartare,symmetrical shape,0.6
beef tartare,looks perfect,0.6
beef tartare,intense and inviting,0.6
beef tartare,sauce,0.5
beef tartare,symmetrical,0.6
beef tartare,bit pricey,0.5
beef tartare,very symmetrical,0.6
beef tartare,shiny surface,0.5
beef tartare,dish,1.0
beef tartare,bright green garnish,0.5
beef tartare,very lean,0.5
beef tartare,rich red color,0.8
beef tartare,reddish tint to it,0.7
beef tartare,fiery red,0.6
beef tartare,pate or terrines,0.5
beef tartare,moist interior,1.0
beef tartare,variety of textures,0.7
beef tartare,few small bumps,0.5
beef tartare,slight chewiness,1.0
beef tartare,green side,0.5
beef tartare,chilled,1.0
beef tartare,round or oval-shaped,0.6
beef tartare,uniform in color,0.7
beef tartare,not too mushy,0.7
beef tartare,sliced thinly,0.8
beef tartare,"bright, fiery red",0.9
beef tartare,thin strips,0.5
beef tartare,sliced very thinly,0.6
beef tartare,garnished,0.7
beef tartare,carpaccio,0.8
beef tartare,orange-pink color,0.7
beef tartare,rich tone,0.6
beef tartare,lean,0.7
beef tartare,simple and few,0.5
beef tartare,cube,0.5
beef tartare,hint of pink,0.6
beef tartare,faint pinkish tint,0.6
beef tartare,pinkish center,0.9
beef tartare,light green sauce,0.5
beef tartare,sheen to them,0.7
beef tartare,opaque,0.6
beef tartare,reddish brown color,0.8
beef tartare,fairly lean,0.5
beef tartare,flattened,0.7
beef tartare,sharpness,0.5
beef tartare,matte and not shiny,0.5
beef tartare,thickly sliced,0.5
beef tartare,red,0.9
beef tartare,"intense, dark red",0.8
beef tartare,pink or red in color,0.9
beef tartare,no large chunks,0.7
beef tartare,surface is smooth,0.6
beef tartare,shaped like a patty,0.7
beef tartare,thickened,0.5
beef tartare,served open-faced,0.7
beef tartare,served on a platter,0.5
beef tartare,marinated in a,0.6
beef tartare,dark reddish color,0.9
beef tartare,pink and white mix,0.7
beef tartare,uniform,0.5
beef tartare,"clean, simple look",0.5
beet salad,a lot of toppings,0.6
beet salad,looks appetizing,0.5
beet salad,purple color,0.8
beet salad,aioli,0.5
beet salad,chopped or whole,1.0
beet salad,"moist, oily texture",0.5
beet salad,once chilled,0.5
beet salad,orange in color,0.5
beet salad,pink,0.5
beet salad,stunning red color,1.0
beet salad,"bright, red color",1.0
beet salad,vinegary taste,0.5
beet salad,magnificent color,0.9
beet salad,red onion,0.6
beet salad,beautiful,0.7
beet salad,impact final color,0.5
beet salad,"small, ceramic bowl",0.6
beet salad,"exquisite, rich red",0.5
beet salad,chopped or shredded,0.9
beet salad,have a nice bite,0.5
beet salad,firm to the bite,0.6
beet salad,shredded or diced,0.9
beet salad,brownish red,0.7
beet salad,ruby color,0.8
beet salad,"firm, yet velvety",0.5
beet salad,purple,0.9
beet salad,salad,1.0
beet salad,"deep, reddish brown",0.8
beet salad,reddish brown,0.7
beet salad,quartered,0.5
beet salad,color of a new penny,0.6
beet salad,slightly roasted,0.5
beet salad,vibrant green color,0.6
beet salad,color is a red,0.9
beet salad,"juicy, pink center",0.8
beet salad,layered dish,0.8
beet salad,nice tang,0.6
beet salad,stunning centerpiece,0.5
beet salad,very unique color,0.6
beet salad,bright red,0.7
beet salad,various toppings,0.5
beet salad,vibrant red,0.9
beet salad,look very appetizing,0.7
beet salad,dressing,0.8
beet salad,bright acidity,0.6
beet salad,has a few red leaves,0.7
beet salad,nice zing,0.5
beet salad,red center,0.8
beet salad,adds to color,0.7
beet salad,black or green,0.5
beet salad,beautiful zing,0.6
beet salad,round,0.5
beet salad,please all palates,0.6
beet salad,not be overcooked,0.6
beet salad,color will be darker,0.7
beet salad,slight firmness,0.5
beet salad,"unique, nutty flavor",0.5
beet salad,burgundy color,0.9
beet salad,overall tender,0.5
beet salad,a little overcooked,0.5
beet salad,rich hue,0.7
beet salad,deep purple,1.0
beet salad,garnishe,0.5
beet salad,balsamic vinegar,0.5
beet salad,visually appealing,0.6
beet salad,bit red in color,0.8
beet salad,look appetizing,0.7
beet salad,beautiful red color,0.8
beet salad,sliced into wedges,0.5
beet salad,red side,0.6
beet salad,tossed in a dressing,0.7
beet salad,pretty dish,0.8
beet salad,neat pile,0.7
beet salad,"juicy, red center",0.9
beet salad,usually chopped,0.9
beet salad,texture,0.7
beet salad,dark color,0.7
beet salad,soft and velvety,0.6
beet salad,chopped,0.9
beet salad,hearty,0.5
beet salad,as is,0.6
beet salad,small salad,0.8
beet salad,sliced thickly,0.6
beet salad,sheen,0.7
beet salad,nice bite,0.5
beet salad,slight purple tint,0.8
beet salad,add a nice contrast,0.6
beet salad,deep red exterior,0.9
beet salad,slight opacity,0.5
beet salad,bright red center,0.7
beet salad,cut into wedges,0.8
beet salad,round and thick,0.6
beet salad,round cross-section,0.5
beet salad,brilliant red,0.9
beet salad,cut at an angle,0.5
beet salad,reddish tint,0.7
beet salad,"stunning, deep red",0.9
beet salad,assembled,0.5
beet salad,layer of feta cheese,0.7
beet salad,color is natural,0.8
beet salad,surface is bumpy,0.5
beet salad,dark pink or red,0.9
beet salad,"deep, juicy red",0.9
beet salad,leaves are torn,0.7
beet salad,and peppers,0.5
beet salad,zesty red,0.5
beet salad,pinkish red,0.5
beet salad,red bottom,0.5
beet salad,drizzle on top,0.8
beet salad,chopped or diced,0.9
beet salad,green onions,0.6
beet salad,shredded or chopped,0.9
beet salad,dull red color,0.7
beet salad,"dark, reddish brown",0.6
beet salad,green color,0.8
beet salad,arugula and spinach,0.7
beet salad,dish,0.8
beet salad,rich red color,0.7
beet salad,slightly sour,0.5
beet salad,very unique dish,0.6
beet salad,reddish tint to it,0.7
beet salad,fiery red,0.6
beet salad,moist interior,0.6
beet salad,variety of textures,0.7
beet salad,few small bumps,0.5
beet salad,slight chewiness,0.6
beet salad,floating vegetables,0.5
beet salad,round or oval-shaped,0.5
beet salad,not too mushy,0.6
beet salad,sliced thinly,0.5
beet salad,"bright, fiery red",0.7
beet salad,color is a green,0.6
beet salad,thin line of sauce,0.7
beet salad,slender and long,0.5
beet salad,thin strips,0.6
beet salad,sliced very thinly,0.5
beet salad,garnished,0.7
beet salad,rich tone,0.8
beet salad,also slightly sweet,0.7
beet salad,darker food,0.7
beet salad,bit of a bite to it,0.5
beet salad,cube,0.6
beet salad,hint of pink,0.5
beet salad,faint pinkish tint,0.5
beet salad,light pink dressing,0.6
beet salad,hint of green,0.5
beet salad,cut into circles,0.6
beet salad,spherical or oblong,0.8
beet salad,let the beets shine,0.7
beet salad,pinkish center,0.6
beet salad,sheen to them,0.5
beet salad,reddish brown color,0.5
beet salad,thickly sliced,0.6
beet salad,crisp edges,0.7
beet salad,glazed,0.6
beet salad,red,1.0
beet salad,"round, colorful",0.8
beet salad,"intense, dark red",1.0
beet salad,well-defined border,0.6
beet salad,pink or red in color,1.0
beet salad,"green, leafy mess",0.8
beet salad,surface is smooth,0.5
beet salad,dark reddish color,0.9
beet salad,color is purple,1.0
beignets,rolled up and fried,0.6
beignets,golden hue,0.6
beignets,regal golden color,0.6
beignets,have a crispy shell,1.0
beignets,dark amber color,0.7
beignets,oily,0.8
beignets,sugar,1.0
beignets,round and small,0.9
beignets,freeform shape,0.5
beignets,deep golden color,0.9
beignets,brown and white,0.7
beignets,"moist, oily texture",0.6
beignets,color is beige,0.6
beignets,darker exterior,0.6
beignets,usually round,0.8
beignets,pale in color,0.5
beignets,slightly toasted,0.5
beignets,soft inside,0.8
beignets,dough folded,0.5
beignets,puffy crust,0.8
beignets,fluffy interior,0.9
beignets,deep,0.5
beignets,"round, like a food",0.7
beignets,slightly domed top,0.5
beignets,"short, thick circle",0.6
beignets,crisp outside,0.8
beignets,lovely golden hue,0.5
beignets,"large, round shape",0.6
beignets,crisp outer layer,0.8
beignets,light and airy touch,0.6
beignets,airy texture,0.6
beignets,crispy outside,0.5
beignets,"soft, fluffy inside",0.6
beignets,pale white,0.7
beignets,light colored flesh,0.6
beignets,oozing with syrup,0.5
beignets,color will be brown,0.8
beignets,symmetrical in shape,0.5
beignets,color is uniform,0.6
beignets,golden and brown,0.9
beignets,round ball of dough,0.8
beignets,soft on the inside,0.7
beignets,"deep, reddish brown",0.7
beignets,"rich, dark brown",0.8
beignets,bubbling,0.5
beignets,shaped like squares,0.6
beignets,reddish brown,0.6
beignets,fill,0.5
beignets,interior is fluffy,0.8
beignets,color of a new penny,0.7
beignets,light brown interior,0.6
beignets,looks crispy,0.7
beignets,rich golden brown,0.9
beignets,"big, greasy mess",0.5
beignets,"baked, fried, saueed",0.9
beignets,golden brown bottom,0.8
beignets,fried golden brown,1.0
beignets,round or oval,0.6
beignets,covered in a icing,0.5
beignets,melted together,0.7
beignets,look very appetizing,0.8
beignets,"soft, chewy inside",0.8
beignets,top is rounded,0.5
beignets,bit tan in color,0.5
beignets,color is toasted,0.6
beignets,evenly cooked,0.5
beignets,beige color,0.6
beignets,maida flour,0.7
beignets,round,0.8
beignets,golden and delicious,0.8
beignets,please all palates,0.5
beignets,not be overcooked,0.7
beignets,deep sides,0.6
beignets,color will be darker,0.6
beignets,coffee brown,0.8
beignets,slight firmness,0.5
beignets,rounded edges,0.7
beignets,white and round,0.5
beignets,overall tender,0.6
beignets,shape is round,0.8
beignets,slight brown tint,0.6
beignets,"fluffy, white color",0.9
beignets,crunch texture,0.5
beignets,drain it well,0.6
beignets,common in france,0.7
beignets,finger food,0.5
beignets,has a lot of bubbles,0.8
beignets,visually appealing,0.7
beignets,crispy and chewy,0.9
beignets,look appetizing,0.8
beignets,slightly chewy skin,0.7
beignets,uniform in shape,0.6
beignets,plain,0.6
beignets,uniform golden color,0.8
beignets,velvety,0.6
beignets,delicate crumb,0.7
beignets,round and flat,0.7
beignets,rolled in sugar,0.9
beignets,moist and fugy,0.7
beignets,mostly white,0.6
beignets,inside is fluffy,0.5
beignets,piped into hot oil,0.5
beignets,baked until crisp,0.8
beignets,sheen,0.5
beignets,cloudy,0.7
beignets,"soft, round roll",0.8
beignets,signature sweetness,0.7
beignets,thick and gooey,0.6
beignets,look slightly messy,0.6
beignets,golden reddish brown,0.7
beignets,round and thick,0.8
beignets,round cross-section,0.7
beignets,toasty color,0.5
beignets,bubbl,0.6
beignets,white and sticky,0.7
beignets,"round, white food",0.8
beignets,generally round,0.6
beignets,not symmetrical,0.5
beignets,light brown exterior,0.9
beignets,frosting is white,0.7
beignets,beautiful golden hue,0.8
beignets,pale ivory color,0.7
beignets,"soft, fluffy bun",0.8
beignets,grease,0.8
beignets,stack of golden food,0.7
beignets,looks very luxurious,0.5
beignets,light brown bottom,0.6
beignets,golden in color,0.9
beignets,"rich, indulgent",0.7
beignets,plain or filled,0.8
beignets,caramel brown color,0.6
beignets,golden colored toast,0.7
beignets,have a glossy sheen,0.5
beignets,dense crumb,1.0
beignets,drizzle on top,0.5
beignets,slight thickness,1.0
beignets,flat top and bottom,1.0
beignets,"small, round cakes",1.0
beignets,chewy center,0.5
beignets,glossy sheen,0.5
beignets,"round, like a cake",1.0
beignets,"small, flat disk",0.5
beignets,texture is perfect,0.5
beignets,slightly charred top,0.5
beignets,symmetrical shape,0.6
beignets,intense and inviting,0.5
beignets,small air bubbles,0.5
beignets,symmetrical,0.6
beignets,light brown edge,0.5
beignets,very symmetrical,0.6
beignets,fluffy yellow color,0.6
beignets,delicate white color,0.7
beignets,"dark, brown color",0.8
beignets,"small, round end",0.5
beignets,flour,0.7
beignets,origin in belgium,0.6
beignets,chewy and moist,0.6
beignets,moist interior,0.8
beignets,variety of textures,0.5
beignets,few small bumps,0.7
beignets,slight chewiness,0.6
beignets,thick and golden,0.9
beignets,toasted or baked,0.5
beignets,round or oval-shaped,0.7
beignets,uniform in color,0.6
beignets,deep golden hue,0.9
beignets,not too mushy,0.5
beignets,irregular,0.8
beignets,"bright, sunny brown",0.6
beignets,bit flat,0.7
beignets,soft top,0.9
beignets,served whole,0.5
beignets,touching each other,0.5
beignets,soft in the middle,0.9
beignets,round like a ball,0.8
beignets,"round, blunt end",0.7
beignets,warm to touch,0.5
beignets,crisp shell,0.8
beignets,also slightly sweet,0.6
beignets,"pure, golden color",0.6
beignets,still light and airy,0.8
beignets,color is deep golden,0.6
beignets,blunt ends,0.7
beignets,crispy bottom,0.8
beignets,dark brown top,0.6
beignets,spherical or oblong,0.8
beignets,round on the top,0.7
beignets,"round, white dessert",0.6
beignets,opaque,0.5
beignets,round and smooth,0.7
beignets,edges are crispy,0.8
beignets,rounded,0.7
beignets,outside is crispy,0.8
beignets,crisp edges,0.9
beignets,glazed,0.8
beignets,rolled in flour,0.8
beignets,bubbly,0.5
beignets,bit brown in color,0.7
beignets,ruffled edges,0.9
beignets,well-defined border,0.9
beignets,thick and raised,0.8
beignets,raised surface,0.7
beignets,brownish-gold,0.7
beignets,slightly rounded,0.8
beignets,typically dark brown,0.6
beignets,surface is smooth,0.7
beignets,light and delicate,0.5
beignets,fried in a pan,0.8
beignets,dark brown shell,0.6
beignets,about two inches,0.5
