class,concept,weight
Groove billed Ani,throat color is brown,1.36054421769
Groove billed Ani,throat color is iridescent,6.12244897959
Groove billed Ani,throat color is grey,6.12244897959
Groove billed Ani,throat color is black,90.4761904762
Groove billed Ani,throat color is white,2.04081632653
Groove billed Ani,throat color is buff,2.04081632653
Groove billed Ani,eye color is blue,2.05479452055
Groove billed Ani,eye color is rufous,2.05479452055
Groove billed Ani,eye color is black,97.9452054795
Groove billed Ani,bill length is about the same as head,23.0215827338
Groove billed Ani,bill length is shorter than head,76.9784172662
Groove billed Ani,forehead color is blue,6.29370629371
Groove billed Ani,forehead color is brown,1.3986013986
Groove billed Ani,forehead color is iridescent,4.1958041958
Groove billed Ani,forehead color is grey,9.79020979021
Groove billed Ani,forehead color is black,88.8111888112
Groove billed Ani,forehead color is white,2.0979020979
Groove billed Ani,forehead color is buff,2.0979020979
Groove billed Ani,under tail color is blue,6.61157024793
Groove billed Ani,under tail color is brown,6.61157024793
Groove billed Ani,under tail color is iridescent,3.30578512397
Groove billed Ani,under tail color is grey,1.65289256198
Groove billed Ani,under tail color is black,94.2148760331
Groove billed Ani,under tail color is white,3.30578512397
Groove billed Ani,nape color is blue,5.79710144928
Groove billed Ani,nape color is brown,1.44927536232
Groove billed Ani,nape color is iridescent,4.34782608696
Groove billed Ani,nape color is grey,7.24637681159
Groove billed Ani,nape color is black,88.4057971014
Groove billed Ani,nape color is white,1.44927536232
Groove billed Ani,nape color is buff,2.17391304348
Groove billed Ani,belly color is blue,6.25
Groove billed Ani,belly color is iridescent,2.34375
Groove billed Ani,belly color is grey,1.5625
Groove billed Ani,belly color is olive,1.5625
Groove billed Ani,belly color is black,94.53125
Groove billed Ani,belly color is white,1.5625
Groove billed Ani,wing shape is rounded-wings,44.5945945946
Groove billed Ani,wing shape is pointed-wings,18.9189189189
Groove billed Ani,wing shape is broad-wings,14.8648648649
Groove billed Ani,wing shape is tapered-wings,18.9189189189
Groove billed Ani,wing shape is long-wings,2.7027027027
Groove billed Ani,size is large (16 - 32 in),6.87022900763
Groove billed Ani,size is small (5 - 9 in),65.6488549618
Groove billed Ani,size is medium (9 - 16 in),15.2671755725
Groove billed Ani,size is very small (3 - 5 in),12.213740458
Groove billed Ani,shape is upright-perching water-like,2.30769230769
Groove billed Ani,shape is gull-like,6.15384615385
Groove billed Ani,shape is hummingbird-like,3.84615384615
Groove billed Ani,shape is pigeon-like,15.3846153846
Groove billed Ani,shape is tree-clinging-like,3.84615384615
Groove billed Ani,shape is hawk-like,25.3846153846
Groove billed Ani,shape is sandpiper-like,4.61538461538
Groove billed Ani,shape is upland-ground-like,0.769230769231
Groove billed Ani,shape is swallow-like,6.15384615385
Groove billed Ani,shape is perching-like,31.5384615385
Groove billed Ani,back pattern is solid,87.2881355932
Groove billed Ani,back pattern is spotted,2.54237288136
Groove billed Ani,back pattern is striped,2.54237288136
Groove billed Ani,back pattern is multi-colored,7.62711864407
Groove billed Ani,tail pattern is solid,92.9203539823
Groove billed Ani,tail pattern is striped,4.42477876106
Groove billed Ani,tail pattern is multi-colored,2.65486725664
Groove billed Ani,belly pattern is solid,96.0317460317
Groove billed Ani,belly pattern is multi-colored,3.96825396825
Groove billed Ani,primary color is blue,5.40540540541
Groove billed Ani,primary color is brown,3.37837837838
Groove billed Ani,primary color is iridescent,6.08108108108
Groove billed Ani,primary color is grey,2.02702702703
Groove billed Ani,primary color is black,96.6216216216
Groove billed Ani,primary color is white,1.35135135135
Groove billed Ani,leg color is blue,5.40540540541
Groove billed Ani,leg color is brown,7.20720720721
Groove billed Ani,leg color is grey,16.2162162162
Groove billed Ani,leg color is black,73.8738738739
Groove billed Ani,leg color is white,4.5045045045
Groove billed Ani,leg color is buff,4.5045045045
Groove billed Ani,bill color is blue,0.699300699301
Groove billed Ani,bill color is brown,5.59440559441
Groove billed Ani,bill color is grey,26.5734265734
Groove billed Ani,bill color is black,76.9230769231
Groove billed Ani,bill color is white,2.0979020979
Groove billed Ani,bill color is buff,1.3986013986
Groove billed Ani,crown color is blue,4.28571428571
Groove billed Ani,crown color is brown,1.42857142857
Groove billed Ani,crown color is iridescent,6.42857142857
Groove billed Ani,crown color is purple,2.14285714286
Groove billed Ani,crown color is grey,5.0
Groove billed Ani,crown color is black,88.5714285714
Groove billed Ani,crown color is buff,2.14285714286
Groove billed Ani,wing pattern is solid,84.126984127
Groove billed Ani,wing pattern is spotted,2.38095238095
Groove billed Ani,wing pattern is striped,3.1746031746
Groove billed Ani,wing pattern is multi-colored,10.3174603175
Crested Auklet,bill shape is hooked,3.22580645161
Crested Auklet,bill shape is hooked seabird,1.0752688172
Crested Auklet,bill shape is cone,32.2580645161
Crested Auklet,bill shape is specialized,63.4408602151
Crested Auklet,wing color is brown,15.0
Crested Auklet,wing color is iridescent,7.5
Crested Auklet,wing color is purple,2.5
Crested Auklet,wing color is grey,28.75
Crested Auklet,wing color is orange,2.5
Crested Auklet,wing color is black,87.5
Crested Auklet,wing color is buff,3.75
Crested Auklet,upperparts color is brown,11.1111111111
Crested Auklet,upperparts color is iridescent,6.66666666667
Crested Auklet,upperparts color is purple,2.22222222222
Crested Auklet,upperparts color is grey,24.4444444444
Crested Auklet,upperparts color is black,86.6666666667
Crested Auklet,upperparts color is white,3.33333333333
Crested Auklet,upperparts color is buff,3.33333333333
Crested Auklet,underparts color is brown,6.60377358491
Crested Auklet,underparts color is iridescent,5.66037735849
Crested Auklet,underparts color is grey,57.5471698113
Crested Auklet,underparts color is black,34.9056603774
Crested Auklet,underparts color is white,10.3773584906
Crested Auklet,underparts color is buff,4.71698113208
Crested Auklet,breast pattern is solid,88.679245283
Crested Auklet,breast pattern is striped,5.66037735849
Crested Auklet,breast pattern is multi-colored,5.66037735849
Crested Auklet,back color is brown,6.49350649351
Crested Auklet,back color is iridescent,3.8961038961
Crested Auklet,back color is purple,2.5974025974
Crested Auklet,back color is grey,23.3766233766
Crested Auklet,back color is black,84.4155844156
Crested Auklet,back color is white,3.8961038961
Crested Auklet,back color is buff,3.8961038961
Crested Auklet,tail shape is rounded tail,11.5384615385
Crested Auklet,tail shape is notched tail,34.6153846154
Crested Auklet,tail shape is fan-shaped tail,3.84615384615
Crested Auklet,tail shape is pointed tail,19.2307692308
Crested Auklet,tail shape is squared tail,30.7692307692
Crested Auklet,upper tail color is brown,9.80392156863
Crested Auklet,upper tail color is iridescent,11.7647058824
Crested Auklet,upper tail color is purple,3.92156862745
Crested Auklet,upper tail color is grey,23.5294117647
Crested Auklet,upper tail color is black,90.1960784314
Crested Auklet,upper tail color is buff,5.88235294118
Crested Auklet,head pattern is malar,0.862068965517
Crested Auklet,head pattern is crested,79.3103448276
Crested Auklet,head pattern is unique pattern,6.03448275862
Crested Auklet,head pattern is eyering,2.58620689655
Crested Auklet,head pattern is plain,6.03448275862
Crested Auklet,head pattern is eyeline,18.9655172414
Crested Auklet,breast color is brown,7.54716981132
Crested Auklet,breast color is iridescent,5.66037735849
Crested Auklet,breast color is purple,1.88679245283
Crested Auklet,breast color is grey,52.8301886792
Crested Auklet,breast color is black,42.4528301887
Crested Auklet,breast color is white,7.54716981132
Crested Auklet,breast color is buff,2.83018867925
Crested Auklet,throat color is brown,5.08474576271
Crested Auklet,throat color is iridescent,2.54237288136
Crested Auklet,throat color is purple,1.69491525424
Crested Auklet,throat color is grey,32.2033898305
Crested Auklet,throat color is black,72.8813559322
Crested Auklet,throat color is white,5.93220338983
Crested Auklet,throat color is buff,2.54237288136
Crested Auklet,eye color is blue,15.0442477876
Crested Auklet,eye color is brown,0.884955752212
Crested Auklet,eye color is grey,2.65486725664
Crested Auklet,eye color is black,37.1681415929
Crested Auklet,eye color is white,84.0707964602
Crested Auklet,bill length is about the same as head,3.50877192982
Crested Auklet,bill length is shorter than head,96.4912280702
Crested Auklet,forehead color is brown,3.50877192982
Crested Auklet,forehead color is iridescent,2.63157894737
Crested Auklet,forehead color is purple,1.75438596491
Crested Auklet,forehead color is grey,17.5438596491
Crested Auklet,forehead color is black,88.5964912281
Crested Auklet,forehead color is white,7.01754385965
Crested Auklet,forehead color is buff,3.50877192982
Crested Auklet,under tail color is brown,6.97674418605
Crested Auklet,under tail color is iridescent,13.9534883721
Crested Auklet,under tail color is grey,27.9069767442
Crested Auklet,under tail color is black,86.0465116279
Crested Auklet,under tail color is buff,6.97674418605
Crested Auklet,nape color is brown,5.35714285714
Crested Auklet,nape color is iridescent,2.67857142857
Crested Auklet,nape color is purple,1.78571428571
Crested Auklet,nape color is grey,20.5357142857
Crested Auklet,nape color is black,83.0357142857
Crested Auklet,nape color is white,9.82142857143
Crested Auklet,nape color is buff,2.67857142857
Crested Auklet,belly color is brown,8.0
Crested Auklet,belly color is iridescent,6.0
Crested Auklet,belly color is grey,58.0
Crested Auklet,belly color is black,39.0
Crested Auklet,belly color is white,8.0
Crested Auklet,belly color is buff,5.0
Crested Auklet,wing shape is rounded-wings,20.5128205128
Crested Auklet,wing shape is pointed-wings,58.9743589744
Crested Auklet,wing shape is broad-wings,7.69230769231
Crested Auklet,wing shape is tapered-wings,5.12820512821
Crested Auklet,wing shape is long-wings,15.3846153846
Crested Auklet,size is large (16 - 32 in),15.5555555556
Crested Auklet,size is small (5 - 9 in),16.6666666667
Crested Auklet,size is medium (9 - 16 in),67.7777777778
Crested Auklet,shape is upright-perching water-like,43.2989690722
Crested Auklet,shape is chicken-like-marsh,7.21649484536
Crested Auklet,shape is duck-like,10.3092783505
Crested Auklet,shape is gull-like,2.0618556701
Crested Auklet,shape is pigeon-like,10.3092783505
Crested Auklet,shape is hawk-like,1.03092783505
Crested Auklet,shape is upland-ground-like,22.6804123711
Crested Auklet,shape is perching-like,3.09278350515
Crested Auklet,back pattern is solid,92.1052631579
Crested Auklet,back pattern is striped,3.94736842105
Crested Auklet,back pattern is multi-colored,3.94736842105
Crested Auklet,tail pattern is solid,82.6086956522
Crested Auklet,tail pattern is striped,6.52173913043
Crested Auklet,tail pattern is multi-colored,10.8695652174
Crested Auklet,belly pattern is solid,92.2330097087
Crested Auklet,belly pattern is striped,2.91262135922
Crested Auklet,belly pattern is multi-colored,4.85436893204
Crested Auklet,primary color is brown,11.9266055046
Crested Auklet,primary color is iridescent,5.50458715596
Crested Auklet,primary color is purple,1.83486238532
Crested Auklet,primary color is grey,48.623853211
Crested Auklet,primary color is black,76.1467889908
Crested Auklet,primary color is white,5.50458715596
Crested Auklet,primary color is buff,2.75229357798
Crested Auklet,leg color is blue,7.5
Crested Auklet,leg color is brown,5.0
Crested Auklet,leg color is iridescent,7.5
Crested Auklet,leg color is purple,6.25
Crested Auklet,leg color is grey,63.75
Crested Auklet,leg color is black,31.25
Crested Auklet,bill color is brown,0.884955752212
Crested Auklet,bill color is grey,4.42477876106
Crested Auklet,bill color is yellow,10.6194690265
Crested Auklet,bill color is orange,61.0619469027
Crested Auklet,bill color is black,3.53982300885
Crested Auklet,bill color is white,7.96460176991
Crested Auklet,bill color is red,18.5840707965
Crested Auklet,bill color is buff,15.9292035398
Crested Auklet,crown color is brown,4.54545454545
Crested Auklet,crown color is iridescent,2.72727272727
Crested Auklet,crown color is purple,1.81818181818
